,,,notes,active,confirmed,migratedother,deceased,recovered,delta,delta_confirmed,delta_deceased,delta_recovered
Himachal Pradesh,Hamirpur,0,,262,14821,1,257,14301,"{'confirmed': 35, 'deceased': 0, 'recovered': 3}",35,0,3
Himachal Pradesh,Kangra,0,,385,46790,4,1044,45357,"{'confirmed': 64, 'deceased': 1, 'recovered': 6}",64,1,6
Himachal Pradesh,Kinnaur,0,,27,3337,0,38,3272,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Himachal Pradesh,Kullu,0,,152,9294,4,154,8984,"{'confirmed': 33, 'deceased': 0, 'recovered': 26}",33,0,26
Himachal Pradesh,Lahaul and Spiti,0,,53,2811,0,18,2740,"{'confirmed': 13, 'deceased': 0, 'recovered': 1}",13,0,1
Himachal Pradesh,Mandi,0,,437,28651,0,405,27809,"{'confirmed': 66, 'deceased': 0, 'recovered': 53}",66,0,53
Himachal Pradesh,Shimla,0,,324,26052,4,608,25116,"{'confirmed': 27, 'deceased': 1, 'recovered': 8}",27,1,8
Himachal Pradesh,Sirmaur,0,,17,15388,0,210,15161,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Himachal Pradesh,Solan,0,,39,22459,0,314,22106,"{'confirmed': 5, 'deceased': 0, 'recovered': 2}",5,0,2
Himachal Pradesh,Una,0,,56,13498,2,245,13195,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
Haryana,Foreign Evacuees,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Ambala,0,,12,30104,0,509,29583,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
Haryana,Bhiwani,0,,49,22394,0,605,21740,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Charkhi Dadri,0,,4,5068,0,132,4932,"{'confirmed': 0, 'deceased': 1, 'recovered': 0}",0,1,0
Haryana,Faridabad,0,,24,99801,0,716,99061,"{'confirmed': 2, 'deceased': 0, 'recovered': 3}",2,0,3
Haryana,Fatehabad,0,,13,17858,0,463,17382,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Gurugram,0,,74,180972,0,920,179978,"{'confirmed': 4, 'deceased': 0, 'recovered': 5}",4,0,5
Haryana,Hisar,0,,103,53976,0,1039,52834,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Italians,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Jhajjar,0,,22,18827,0,305,18500,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Jind,0,,16,21202,0,522,20664,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Kaithal,0,,20,11218,0,338,10860,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Karnal,0,,40,39999,0,546,39413,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Kurukshetra,0,,7,22114,0,356,21751,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Haryana,Mahendragarh,0,,1,21687,0,153,21533,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Nuh,0,,1,5010,0,120,4889,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
Haryana,Palwal,0,,3,10981,0,153,10825,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Panchkula,0,,25,30656,0,374,30257,"{'confirmed': 2, 'deceased': 0, 'recovered': 4}",2,0,4
Haryana,Panipat,0,,91,31135,0,565,30479,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Haryana,Rewari,0,,20,20304,0,209,20075,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Haryana,Rohtak,0,,88,25876,0,499,25289,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Haryana,Sirsa,0,,51,29256,0,467,28738,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Haryana,Sonipat,0,,2,47126,0,254,46870,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Haryana,Yamunanagar,0,,4,24566,0,408,24154,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Jharkhand,Bokaro,0,,4,19413,0,286,19123,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Jharkhand,Chatra,0,,1,6025,0,53,5971,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jharkhand,Deoghar,0,,11,10801,0,113,10677,"{'confirmed': 2, 'deceased': 0, 'recovered': 3}",2,0,3
Jharkhand,Dhanbad,0,,24,16503,0,379,16100,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
Jharkhand,Dumka,0,,1,4631,0,47,4583,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,East Singhbhum,0,,11,51780,0,1043,50726,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Jharkhand,Garhwa,0,,1,6884,0,94,6789,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
Jharkhand,Giridih,0,,2,8959,0,130,8827,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Godda,0,,3,5836,0,87,5746,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Gumla,0,,1,9893,0,38,9854,"{'confirmed': 0, 'deceased': 0, 'recovered': 3}",0,0,3
Jharkhand,Hazaribagh,0,,3,19581,0,186,19392,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
Jharkhand,Jamtara,0,,3,5555,0,60,5492,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Khunti,0,,10,7783,0,96,7677,"{'confirmed': 3, 'deceased': 0, 'recovered': 1}",3,0,1
Jharkhand,Koderma,0,,18,12871,0,136,12717,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Latehar,0,,4,7863,0,57,7802,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
Jharkhand,Lohardaga,0,,6,6689,0,88,6595,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Jharkhand,Pakur,0,,7,2550,0,12,2531,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Palamu,0,,0,12289,0,110,12179,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Ramgarh,0,,11,13896,0,196,13689,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
Jharkhand,Ranchi,0,,62,85440,0,1585,83793,"{'confirmed': 4, 'deceased': 0, 'recovered': 2}",4,0,2
Jharkhand,Sahibganj,0,,3,4816,0,42,4771,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jharkhand,Saraikela-Kharsawan,0,,4,7204,0,67,7133,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,Simdega,0,,5,7191,0,92,7094,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jharkhand,West Singhbhum,0,,1,13001,0,133,12867,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jammu and Kashmir,Anantnag,0,,24,16346,0,205,16117,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
Jammu and Kashmir,Bandipora,0,,57,9531,0,100,9374,"{'confirmed': 6, 'deceased': 0, 'recovered': 4}",6,0,4
Jammu and Kashmir,Baramulla,0,,88,23736,0,282,23366,"{'confirmed': 11, 'deceased': 0, 'recovered': 25}",11,0,25
Jammu and Kashmir,Budgam,0,,73,22984,0,206,22705,"{'confirmed': 4, 'deceased': 0, 'recovered': 9}",4,0,9
Jammu and Kashmir,Doda,0,,111,7374,0,128,7135,"{'confirmed': 6, 'deceased': 0, 'recovered': 11}",6,0,11
Jammu and Kashmir,Ganderbal,0,,69,9989,0,78,9842,"{'confirmed': 4, 'deceased': 0, 'recovered': 4}",4,0,4
Jammu and Kashmir,Jammu,0,,136,52877,0,1140,51601,"{'confirmed': 8, 'deceased': 0, 'recovered': 3}",8,0,3
Jammu and Kashmir,Kathua,0,,4,9268,0,151,9113,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jammu and Kashmir,Kishtwar,0,,50,4695,0,44,4601,"{'confirmed': 5, 'deceased': 0, 'recovered': 4}",5,0,4
Jammu and Kashmir,Kulgam,0,,32,11312,0,117,11163,"{'confirmed': 5, 'deceased': 0, 'recovered': 3}",5,0,3
Jammu and Kashmir,Kupwara,0,,47,14137,0,165,13925,"{'confirmed': 20, 'deceased': 0, 'recovered': 7}",20,0,7
Jammu and Kashmir,Mirpur,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jammu and Kashmir,Muzaffarabad,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Jammu and Kashmir,Pulwama,0,,47,15240,0,194,14999,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Jammu and Kashmir,Punch,0,,31,6285,0,97,6157,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jammu and Kashmir,Rajouri,0,,71,11006,0,228,10707,"{'confirmed': 13, 'deceased': 0, 'recovered': 5}",13,0,5
Jammu and Kashmir,Ramban,0,,18,5980,0,67,5895,"{'confirmed': 0, 'deceased': 1, 'recovered': 4}",0,1,4
Jammu and Kashmir,Reasi,0,,68,6336,0,43,6225,"{'confirmed': 0, 'deceased': 0, 'recovered': 7}",0,0,7
Jammu and Kashmir,Samba,0,,6,7127,0,119,7002,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
Jammu and Kashmir,Shopiyan,0,,4,5588,0,58,5526,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
Jammu and Kashmir,Srinagar,0,,309,71719,0,834,70576,"{'confirmed': 27, 'deceased': 0, 'recovered': 16}",27,0,16
Jammu and Kashmir,Udhampur,0,,52,11355,0,137,11166,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
Karnataka,Bagalkote,0,,39,35121,0,327,34755,"{'confirmed': 3, 'deceased': 0, 'recovered': 3}",3,0,3
Karnataka,Ballari,0,,217,97504,0,1685,95602,"{'confirmed': 13, 'deceased': 0, 'recovered': 8}",13,0,8
Karnataka,Belagavi,0,,390,78627,0,876,77361,"{'confirmed': 47, 'deceased': 3, 'recovered': 39}",47,3,39
Karnataka,Bengaluru Rural,0,,336,61199,0,861,60002,"{'confirmed': 26, 'deceased': 1, 'recovered': 17}",26,1,17
Karnataka,Bengaluru Urban,0,,8290,1231474,1,15923,1207260,"{'confirmed': 377, 'deceased': 5, 'recovered': 280}",377,5,280
Karnataka,Bidar,0,,11,24284,4,396,23873,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
Karnataka,Chamarajanagara,0,,292,32577,11,485,31789,"{'confirmed': 15, 'deceased': 0, 'recovered': 15}",15,0,15
Karnataka,Chikkaballapura,0,,92,43776,1,423,43260,"{'confirmed': 7, 'deceased': 0, 'recovered': 30}",7,0,30
Karnataka,Chikkamagaluru,0,,1059,49033,0,377,47597,"{'confirmed': 65, 'deceased': 0, 'recovered': 30}",65,0,30
Karnataka,Chitradurga,0,,469,36095,0,192,35434,"{'confirmed': 16, 'deceased': 2, 'recovered': 52}",16,2,52
Karnataka,Dakshina Kannada,0,,3479,104257,5,1477,99296,"{'confirmed': 422, 'deceased': 5, 'recovered': 270}",422,5,270
Karnataka,Davanagere,0,,192,50500,0,590,49718,"{'confirmed': 13, 'deceased': 0, 'recovered': 14}",13,0,14
Karnataka,Dharwad,0,,133,60600,2,1289,59176,"{'confirmed': 17, 'deceased': 0, 'recovered': 16}",17,0,16
Karnataka,Gadag,0,,22,26004,0,316,25666,"{'confirmed': 0, 'deceased': 0, 'recovered': 5}",0,0,5
Karnataka,Hassan,0,,1497,107826,2,1193,105134,"{'confirmed': 175, 'deceased': 3, 'recovered': 127}",175,3,127
Karnataka,Haveri,0,,27,21884,0,631,21226,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
Karnataka,Kalaburagi,0,,92,61687,0,818,60777,"{'confirmed': 4, 'deceased': 0, 'recovered': 5}",4,0,5
Karnataka,Kodagu,0,,727,33974,0,301,32946,"{'confirmed': 71, 'deceased': 2, 'recovered': 83}",71,2,83
Karnataka,Kolar,0,,262,45901,0,600,45039,"{'confirmed': 36, 'deceased': 3, 'recovered': 35}",36,3,35
Karnataka,Koppal,0,,66,35117,0,518,34533,"{'confirmed': 4, 'deceased': 0, 'recovered': 4}",4,0,4
Karnataka,Mandya,0,,405,72492,0,630,71457,"{'confirmed': 35, 'deceased': 2, 'recovered': 28}",35,2,28
Karnataka,Mysuru,0,,1174,174199,0,2331,170694,"{'confirmed': 118, 'deceased': 3, 'recovered': 149}",118,3,149
Karnataka,Other State,0,,0,36,0,3,33,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Karnataka,Raichur,0,,30,39900,0,329,39541,"{'confirmed': 2, 'deceased': 0, 'recovered': 1}",2,0,1
Karnataka,Ramanagara,0,,93,24050,0,311,23646,"{'confirmed': 6, 'deceased': 0, 'recovered': 6}",6,0,6
Karnataka,Shivamogga,0,,558,67431,0,1063,65810,"{'confirmed': 47, 'deceased': 1, 'recovered': 121}",47,1,121
Karnataka,Tumakuru,0,,882,118431,0,1080,116469,"{'confirmed': 88, 'deceased': 0, 'recovered': 54}",88,0,54
Karnataka,Udupi,0,,1427,71170,0,434,69309,"{'confirmed': 130, 'deceased': 1, 'recovered': 166}",130,1,166
Karnataka,Uttara Kannada,0,,541,54051,0,727,52783,"{'confirmed': 79, 'deceased': 2, 'recovered': 51}",79,2,51
Karnataka,Vijayapura,0,,35,36174,0,489,35650,"{'confirmed': 2, 'deceased': 0, 'recovered': 7}",2,0,7
Karnataka,Yadgir,0,,14,27501,0,206,27281,"{'confirmed': 3, 'deceased': 0, 'recovered': 1}",3,0,1
Kerala,Other State,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Kerala,Alappuzha,0,,8265,237133,40,1150,227678,"{'confirmed': 1440, 'deceased': 5, 'recovered': 1073}",1440,5,1073
Kerala,Ernakulam,0,,26921,430396,69,1830,401576,"{'confirmed': 2856, 'deceased': 12, 'recovered': 2024}",2856,12,2024
Kerala,Idukki,0,,6218,96572,8,238,90108,"{'confirmed': 637, 'deceased': 2, 'recovered': 353}",637,2,353
Kerala,Kannur,0,,8847,199236,51,1147,189191,"{'confirmed': 1194, 'deceased': 1, 'recovered': 1323}",1194,1,1323
Kerala,Kasaragod,0,,8732,114698,18,382,105566,"{'confirmed': 562, 'deceased': 1, 'recovered': 132}",562,1,132
Kerala,Kollam,0,,2412,284264,59,1389,280404,"{'confirmed': 1633, 'deceased': 14, 'recovered': 1165}",1633,14,1165
Kerala,Kottayam,0,,7989,231995,14,762,223230,"{'confirmed': 1227, 'deceased': 3, 'recovered': 1301}",1227,3,1301
Kerala,Kozhikode,0,,23271,387573,43,1869,362390,"{'confirmed': 2789, 'deceased': 10, 'recovered': 2098}",2789,10,2098
Kerala,Malappuram,0,,28759,440734,30,1508,410437,"{'confirmed': 3109, 'deceased': 13, 'recovered': 2940}",3109,13,2940
Kerala,Palakkad,0,,17683,269048,22,1652,249691,"{'confirmed': 2414, 'deceased': 19, 'recovered': 2177}",2414,19,2177
Kerala,Pathanamthitta,0,,8298,136773,11,554,127910,"{'confirmed': 696, 'deceased': 5, 'recovered': 532}",696,5,532
Kerala,Thiruvananthapuram,0,,9386,343093,115,3376,330216,"{'confirmed': 1255, 'deceased': 11, 'recovered': 1169}",1255,11,1169
Kerala,Thrissur,0,,11239,355009,26,1965,341779,"{'confirmed': 3124, 'deceased': 19, 'recovered': 2602}",3124,19,2602
Kerala,Wayanad,0,,7938,83669,14,298,75419,"{'confirmed': 564, 'deceased': 1, 'recovered': 522}",564,1,522
Ladakh,Kargil,0,,18,3572,0,58,3496,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Ladakh,Leh,0,,52,16835,0,149,16634,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Lakshadweep,Lakshadweep,0,,43,10268,40,50,10135,"{'confirmed': 5, 'deceased': 0, 'recovered': 10}",5,0,10
Lakshadweep,Unknown,0,,-1,0,0,1,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Ahmednagar,0,,5231,294758,1,6304,283222,"{'confirmed': 834, 'deceased': 19, 'recovered': 1776}",834,19,1776
Maharashtra,Akola,0,,38,58638,4,1420,57176,"{'confirmed': 4, 'deceased': 0, 'recovered': 0}",4,0,0
Maharashtra,Amravati,0,,76,96012,2,1637,94297,"{'confirmed': 4, 'deceased': 1, 'recovered': 3}",4,1,3
Maharashtra,Aurangabad,0,,687,154499,14,4198,149600,"{'confirmed': 23, 'deceased': 1, 'recovered': 4}",23,1,4
Maharashtra,Beed,0,,1678,99459,7,2637,95137,"{'confirmed': 113, 'deceased': 4, 'recovered': 168}",113,4,168
Maharashtra,Bhandara,0,,0,60038,10,1113,58915,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
Maharashtra,Buldhana,0,,77,84828,6,765,83980,"{'confirmed': 18, 'deceased': 1, 'recovered': 0}",18,1,0
Maharashtra,Chandrapur,0,,75,88688,4,1606,87003,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Maharashtra,Dhule,0,,0,46270,12,652,45606,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Gadchiroli,0,,18,30288,32,672,29566,"{'confirmed': 5, 'deceased': 0, 'recovered': 13}",5,0,13
Maharashtra,Gondia,0,,2,40534,7,568,39957,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Hingoli,0,,78,18419,1,498,17842,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
Maharashtra,Jalgaon,0,,320,139800,32,2662,136786,"{'confirmed': 7, 'deceased': 0, 'recovered': 0}",7,0,0
Maharashtra,Jalna,0,,175,60314,1,1199,58939,"{'confirmed': 16, 'deceased': 0, 'recovered': 0}",16,0,0
Maharashtra,Kolhapur,0,,4427,199490,5,5647,189411,"{'confirmed': 337, 'deceased': 15, 'recovered': 474}",337,15,474
Maharashtra,Latur,0,,499,91166,6,2406,88255,"{'confirmed': 35, 'deceased': 0, 'recovered': 44}",35,0,44
Maharashtra,Mumbai,0,"[Sep 9]After reconciling COVID-19 cases in Mumbai, owing to the removal of duplicates and change of addresses as per the original residence, 239 cases have been removed from the progressive figures.",4212,738239,2409,15968,715650,"{'confirmed': 285, 'deceased': 9, 'recovered': 560}",285,9,560
Maharashtra,Mumbai Suburban,0,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Nagpur,0,District administration provides number of persons tested instead of the number of samples tested.,264,493063,71,9137,483591,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
Maharashtra,Nanded,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,57,90649,6,2661,87925,"{'confirmed': 6, 'deceased': 1, 'recovered': 0}",6,1,0
Maharashtra,Nandurbar,0,,4,39968,3,948,39013,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Nashik,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,839,403658,1,8561,394257,"{'confirmed': 102, 'deceased': 5, 'recovered': 49}",102,5,49
Maharashtra,Osmanabad,0,,1005,64970,111,1833,62021,"{'confirmed': 101, 'deceased': 2, 'recovered': 135}",101,2,135
Maharashtra,Other State,0,,28,146,2,116,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Palghar,0,,686,133835,14,3220,129915,"{'confirmed': 52, 'deceased': 3, 'recovered': 0}",52,3,0
Maharashtra,Parbhani,0,,248,52279,18,1220,50793,"{'confirmed': 2, 'deceased': 0, 'recovered': 11}",2,0,11
Maharashtra,Pune,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,14419,1099851,306,18679,1066447,"{'confirmed': 1146, 'deceased': 9, 'recovered': 610}",1146,9,610
Maharashtra,Raigad,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,1881,185702,6,4266,179549,"{'confirmed': 191, 'deceased': 4, 'recovered': 180}",191,4,180
Maharashtra,Ratnagiri,0,,1751,73420,4,2143,69522,"{'confirmed': 155, 'deceased': 3, 'recovered': 137}",155,3,137
Maharashtra,Sangli,0,,6964,192215,9,5217,180025,"{'confirmed': 568, 'deceased': 12, 'recovered': 889}",568,12,889
Maharashtra,Satara,0,,6239,226151,27,5471,214414,"{'confirmed': 594, 'deceased': 28, 'recovered': 796}",594,28,796
Maharashtra,Sindhudurg,0,,1440,49379,15,1259,46665,"{'confirmed': 83, 'deceased': 5, 'recovered': 105}",83,5,105
Maharashtra,Solapur,0,,5207,194066,96,4986,183777,"{'confirmed': 602, 'deceased': 32, 'recovered': 564}",602,32,564
Maharashtra,Thane,0,,5901,592025,34,11092,574998,"{'confirmed': 263, 'deceased': 9, 'recovered': 423}",263,9,423
Maharashtra,Wardha,0,,11,58342,165,1204,56962,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Maharashtra,Washim,0,,20,41623,3,617,40983,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
Maharashtra,Yavatmal,0,,13,76220,4,1782,74421,"{'confirmed': 3, 'deceased': 0, 'recovered': 0}",3,0,0
Meghalaya,East Garo Hills,0,,56,1761,0,9,1696,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
Meghalaya,East Jaintia Hills,0,,63,2228,0,28,2137,"{'confirmed': 13, 'deceased': 0, 'recovered': 3}",13,0,3
Meghalaya,East Khasi Hills,0,,1981,34271,0,837,31453,"{'confirmed': 256, 'deceased': 7, 'recovered': 76}",256,7,76
Meghalaya,North Garo Hills,0,,54,1622,0,8,1560,"{'confirmed': 3, 'deceased': 0, 'recovered': 12}",3,0,12
Meghalaya,Ribhoi,0,,437,8344,0,66,7841,"{'confirmed': 28, 'deceased': 0, 'recovered': 56}",28,0,56
Meghalaya,South Garo Hills,0,,45,1154,0,11,1098,"{'confirmed': 7, 'deceased': 0, 'recovered': 6}",7,0,6
Meghalaya,South West Garo Hills,0,,48,1792,0,15,1729,"{'confirmed': 7, 'deceased': 0, 'recovered': 7}",7,0,7
Meghalaya,South West Khasi Hills,0,,219,1951,0,12,1720,"{'confirmed': 16, 'deceased': 0, 'recovered': 14}",16,0,14
Meghalaya,West Garo Hills,0,,524,8461,0,65,7872,"{'confirmed': 40, 'deceased': 0, 'recovered': 82}",40,0,82
Meghalaya,West Jaintia Hills,0,,443,5599,0,105,5051,"{'confirmed': 25, 'deceased': 1, 'recovered': 39}",25,1,39
Meghalaya,West Khasi Hills,0,,626,3049,0,39,2384,"{'confirmed': 67, 'deceased': 2, 'recovered': 87}",67,2,87
Manipur,CAPF Personnel,0,,1568,3251,0,2,1681,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Manipur,Bishnupur,0,,7685,7897,0,154,58,"{'confirmed': 74, 'deceased': 3, 'recovered': 0}",74,3,0
Manipur,Chandel,0,,1684,1718,0,30,4,"{'confirmed': 20, 'deceased': 0, 'recovered': 0}",20,0,0
Manipur,Churachandpur,0,,8181,8377,0,138,58,"{'confirmed': 46, 'deceased': 1, 'recovered': 0}",46,1,0
Manipur,Imphal East,0,,22367,22898,0,381,150,"{'confirmed': 89, 'deceased': 3, 'recovered': 0}",89,3,0
Manipur,Imphal West,0,,33914,34490,0,524,52,"{'confirmed': 267, 'deceased': 3, 'recovered': 0}",267,3,0
Manipur,Jiribam,0,,865,873,0,6,2,"{'confirmed': 4, 'deceased': 0, 'recovered': 0}",4,0,0
Manipur,Kakching,0,,5612,5740,0,101,27,"{'confirmed': 24, 'deceased': 0, 'recovered': 0}",24,0,0
Manipur,Kamjong,0,,520,540,0,3,17,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Manipur,Kangpokpi,0,,1828,1897,0,50,19,"{'confirmed': 7, 'deceased': 0, 'recovered': 0}",7,0,0
Manipur,Noney,0,,816,838,0,4,18,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
Manipur,Pherzawl,0,,255,270,0,0,15,"{'confirmed': 9, 'deceased': 0, 'recovered': 0}",9,0,0
Manipur,Senapati,0,,1635,1662,0,6,21,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
Manipur,Tamenglong,0,,2740,2783,0,11,32,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
Manipur,Tengnoupal,0,,821,844,0,10,13,"{'confirmed': 6, 'deceased': 0, 'recovered': 0}",6,0,0
Manipur,Thoubal,0,,8369,8532,0,140,23,"{'confirmed': 29, 'deceased': 0, 'recovered': 0}",29,0,0
Manipur,Ukhrul,0,,1533,1572,0,21,18,"{'confirmed': 20, 'deceased': 0, 'recovered': 0}",20,0,0
Manipur,Unknown,0,,-93536,1848,0,93,95291,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Agar Malwa,0,,0,3303,0,68,3235,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Alirajpur,0,,0,3501,0,48,3453,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Anuppur,0,,0,9229,0,89,9140,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Ashoknagar,0,,0,3670,0,57,3613,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Balaghat,0,,9,9090,0,64,9017,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Barwani,0,,6,8363,0,90,8267,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Betul,0,,32,12899,0,277,12590,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Bhind,0,,2,2994,0,32,2960,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Bhopal,0,,230,123323,0,972,122121,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Burhanpur,0,,0,2568,0,39,2529,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Chhatarpur,0,,10,7607,0,91,7506,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Chhindwara,0,,0,6732,0,120,6612,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Damoh,0,,93,8120,0,186,7841,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Datia,0,,6,6958,0,78,6874,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
Madhya Pradesh,Dewas,0,,0,7723,0,51,7672,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
